[Pbeg]frac[Plbb][Plbb]8[Prbb][Pexp][Plbb][var2][Prbb][Prbb][Plbb][var1][Prbb][var3][Ples][Pbeg]log[Psub][Plbb]7[Pmin][var1][Prbb][var2]||,||[var1]分之8的[var2]次方乘[var3]小於[var2]以7減[var1]爲底的對數
17718[Ples][Pbeg]frac[Plbb][Plbb]8[Prbb][Pexp][Plbb][var2][Prbb][Prbb][Plbb][var1][Prbb][var3]||,||17718小於[var1]分之8的[var2]次方乘[var3]
[Pbeg]frac[Plbb][Plbb]8[Prbb][Pexp][Plbb][var2][Prbb][Prbb][Plbb][var3][Prbb][var1][Ples]6663||,||[var3]分之8的[var2]次方乘[var1]小於6663
[Pbeg]frac[Plbb][Plbb]8[Prbb][Pexp][Plbb][var2][Prbb][Prbb][Plbb][var3][Prbb][var1][Pbgr]18694||,||[var3]分之8的[var2]次方乘[var1]大於18694
[Pbeg]frac[Plbb][Plbb]8[Prbb][Pexp][Plbb][var2][Prbb][Prbb][Plbb][var3][Prbb][var1][Peql]11788||,||[var3]分之8的[var2]次方乘[var1]等於11788
[Pbeg]frac[Plbb][Plbb]8[Prbb][Pexp][Plbb][var3][Prbb][Prbb][Plbb][var1][Prbb][var2][Ples][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Pmin][Pbeg]frac[Plbb][var5][Prbb][Plbb]7[Pmin][var4][Prbb][Prbb][Plbb][Pbeg]sqrt[Plbb][var3][Prbb][Prbb][Prbb][Plsb][Pbeg]cos[Plbb][Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb][Prbb][Prsb]||,||[var1]分之8的[var3]次方乘[var2]小於cos[Pspa][var1]的[var2]次方以根號[var3]分之5減7減[var4]分之[var5]為底的對數
[Pbeg]frac[Plbb][Plbb]8[Prbb][Pexp][Plbb][var3][Prbb][Prbb][Plbb][var1][Prbb][var2][Pbeg]geq[Pspa]5[Pmin][Plsb][Pbeg]sin[Plbb][var1][Prbb][Prsb]||,||[var1]分之8的[var3]次方乘[var2]大於等於5減括號sin[Pspa][var1]
2600[Peql][Pbeg]frac[Plbb][Plbb]8[Prbb][Pexp][Plbb][var3][Prbb][Prbb][Plbb][var1][Prbb][var2]||,||2600等於[var1]分之8的[var3]次方乘[var2]
11646[Pbeg]leq[Pspa][Pbeg]frac[Plbb][Plbb]8[Prbb][Pexp][Plbb][var3][Prbb][Prbb][Plbb][var2][Prbb][var1]||,||11646小於等於[var2]分之8的[var3]次方乘[var1]
[Pbeg]frac[Plbb][Plbb]8[Prbb][Pexp][Plbb][var3][Prbb][Prbb][Plbb][var2][Prbb][var1][Peql]941||,||[var2]分之8的[var3]次方乘[var1]等於941
8038[Pbeg]geq[Pspa][Pbeg]frac[Plbb][Plbb]8[Prbb][Pexp][Plbb][var3][Prbb][Prbb][Plbb][var2][Prbb][var1]||,||8038大於等於[var2]分之8的[var3]次方乘[var1]
7[Pplu][Plsb][Pbeg]tan[Plbb]6[Prbb][Prsb][Pbeg]geq[Pspa][var5][Plbb][var4][Pplu][Plsb][Plsb][Pbeg]sin[Plbb][var2][Prbb][Prsb][Pmin][Pbeg]frac[Plbb][var3][Prbb][Plbb][var1][Prbb][Prsb][Prbb][Pexp][Plbb]q[Prbb]||,||7加tan[Pspa]6大於等於[var3][var5]括號sin[Pspa][var2]減[var1]分全部的[var3]次方
7[Pplu][Plsb][Pbeg]tan[Plbb]6[Prbb][Prsb][Pbgr][Plbb][Pbeg]sqrt[Plbb]2[Prbb][Prbb][Pexp][Plbb]9[Plbb][Pbeg]sqrt[Plbb][var2][Prbb][Prbb][Pexp][Plbb][var1][Prbb][Prbb]||,||7加tan[Pspa]6大於根號2的9乘以根號[var2]的[var1]次方次方
7[Pplu][Plsb][Pbeg]tan[Plbb]6[Prbb][Prsb][Pbgr][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Pmin][Pbeg]frac[Plbb][var3][Prbb][Plbb]7[Pmin][var1][Prbb][Prbb][Plbb][Pbeg]sqrt[Plbb][var2][Prbb][Prbb][Prbb][Plsb][Pbeg]cos[Plbb][Plbb][var4][Prbb][Pexp][Plbb][var5][Prbb][Prbb][Prsb]||,||7加tan[Pspa]6大於cos[Pspa][var4]的[var5]次方以根號[var2]分之5減7減[var1]分之[var3]為底的對數
19572[Pbeg]geq[Pspa][Pbeg]tan[Plbb]7[Prbb]||,||19572大於等於tan[Pspa]7
[Pbeg]tan[Plbb]7[Prbb][Pbeg]leq[Pspa][Plbb][Pbeg]pi[Pspa][Prbb][Pexp][Plbb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var1][Prbb][Plsb]1[Pplu][var2][Prsb][Prbb]||,||tan[Pspa]7小於等於pi的[var1]分之[var3]乘以括號1加[var2]次方
[Pbeg]tan[Plbb]7[Prbb][Ples][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Pmin][Pbeg]frac[Plbb][var2][Prbb][Plbb]7[Pmin][var3][Prbb][Prbb][Plbb][Pbeg]sqrt[Plbb][var5][Prbb][Prbb][Prbb][Plsb][Pbeg]cos[Plbb][Plbb][var1][Prbb][Pexp][Plbb][var4][Prbb][Prbb][Prsb]||,||tan[Pspa]7小於cos[Pspa][var1]的[var4]次方以根號[var5]分之5減7減[var3]分之[var2]為底的對數
4[Pplu][var1][Peql][Pbeg]sqrt[Plbb]9[Prbb]||,||4加[var1]等於根號9
4[Pplu][var1][Pbeg]leq[Pspa]11654||,||4加[var1]小於等於11654
4[Pplu][var1][Peql]13371||,||4加[var1]等於13371
8832[Pbeg]leq[Pspa]yx||,||8832小於等於yx
yx[Pbgr][var2][Pmin][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][var3][Prbb][Prbb][var1]||,||yx大於qb以[var3]分之5爲底的對數
16929[Ples]yx||,||16929小於yx
7[Pmin][var1][Pbeg]leq[Pspa]9573||,||7減[var1]小於等於9573
8101[Ples]7[Pmin][var1]||,||8101小於7減[var1]
147[Pbeg]geq[Pspa]7[Pmin][var1]||,||147大於等於7減[var1]
[Pbeg]sin[Plbb][Plsb][Pbeg]sin[Plbb]1[var2][Prbb][Prsb][var1][Prbb][Pbeg]geq[Pspa]2[Pmin][Pbeg]log[Psub][Plbb][var2][Prbb][var1]||,||sin的sin[Pspa]1[var2][Pspa]乘[var1]大於等於2減[var1]以[var2]為底的對數
11886[Pbeg]geq[Pspa][Pbeg]sin[Plbb][Plsb][Pbeg]sin[Plbb]1[var2][Prbb][Prsb][var1][Prbb]||,||11886大於等於sin的sin[Pspa]1[var2][Pspa]乘[var1]
14794[Pbgr][Pbeg]sin[Plbb][Plsb][Pbeg]sin[Plbb]1[var2][Prbb][Prsb][var1][Prbb]||,||14794大於sin的sin[Pspa]1[var2][Pspa]乘[var1]
2793[Pbeg]leq[Pspa][Pbeg]sin[Plbb][Plsb][Pbeg]sin[Plbb]1[var1][Prbb][Prsb][var2][Prbb]||,||2793小於等於sin的sin[Pspa]1[var1][Pspa]乘[var2]
[Pbeg]sin[Plbb][Plsb][Pbeg]sin[Plbb]1[var1][Prbb][Prsb][var2][Prbb][Pbeg]leq[Pspa][Plbb]8[Prbb][Pexp][Plbb][Plbb][Plbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var4][Prbb][Prbb][Pexp][Plbb][var3][Prbb][Prbb][Pexp][Plbb][var2][Prbb][Prbb]||,||sin的sin[Pspa]1[var1][Pspa]乘[var2]小於等於8的[var4]分之[var1]的[var3]次方的[var2]次方次方
[Pbeg]sin[Plbb][Plsb][Pbeg]sin[Plbb]1[var1][Prbb][Prsb][var2][Prbb][Pbgr][Plbb]1[Prbb][Pexp][Plbb][var3][Prbb][Plsb][var5][Pmin][Plsb][Plbb][var4][Prbb][Pexp][Plbb]9[Pmin][var1][Prbb][Pplu][var2][Prsb][Prsb]||,||sin的sin[Pspa]1[var1][Pspa]乘[var2]大於1的[var3]次方乘以括號[var5]減括號[var4]的9減[var1]次方加[var2]
7101[Peql][Pbeg]sqrt[Plbb][var1][Prbb]||,||7101等於根號[var1]
[Pbeg]sqrt[Plbb][var1][Prbb][Pbgr][Plbb][var2][Prbb][Pexp][Plbb]84[Prbb][Pplu][var1]||,||根號[var1]大於[var2]的84次方加[var1]
[Pbeg]sqrt[Plbb][var1][Prbb][Pbgr]14077||,||根號[var1]大於14077
[Plsb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var1][Prbb][Pmin][var2][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb][Peql]18118||,||括號[var1]分之[var3]減[var2]括號乘上3減pi等於18118
17692[Peql][Plsb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var1][Prbb][Pmin][var2][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb]||,||17692等於括號[var1]分之[var3]減[var2]括號乘上3減pi
14116[Pbeg]geq[Pspa][Plsb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var1][Prbb][Pmin][var2][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb]||,||14116大於等於括號[var1]分之[var3]減[var2]括號乘上3減pi
[Plsb][Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb][Pmin][var3][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb][Pbeg]leq[Pspa]7[Pbeg]log[Psub][Plbb]4[Prbb][Plsb][Plsb][var3][Pplu][var2][Prsb][Pplu][var1][Prsb]||,||括號[var1]分之[var2]減[var3]括號乘上3減pi小於等於7乘以log[Pspa]4[Pspa]括號括號[var3]加[var2]加[var1]
[Plsb][Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb][Pmin][var3][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb][Pbeg]geq[Pspa][Plbb]6[Prbb][Pexp][Plbb][var1][Prbb][Pmin][Pbeg]log[Psub][Plbb]3[Prbb]8||,||括號[var1]分之[var2]減[var3]括號乘上3減pi大於等於6的[var1]次減8以3為底的對數
[Plsb][Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb][Pmin][var3][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb][Peql][Pbeg]frac[Plbb]7[Prbb][Plbb][Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb][Prbb]||,||括號[var1]分之[var2]減[var3]括號乘上3減pi等於[var1]分之[var2]分之7
[Plsb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb][Pmin][var1][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb][Pbeg]leq[Pspa]17836||,||括號[var2]分之[var3]減[var1]括號乘上3減pi小於等於17836
[Plsb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb][Pmin][var1][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb][Peql][Pbeg]tan[Plbb]2[Prbb]||,||括號[var2]分之[var3]減[var1]括號乘上3減pi等於2的tan值
[Plsb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb][Pmin][var1][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb][Pbeg]geq[Pspa][var1][Pplu][Plsb][var3][Pplu][var2][Prsb]||,||括號[var2]分之[var3]減[var1]括號乘上3減pi大於等於[var1]加括號[var3]加[var2]
[Plsb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Pmin][var3][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb][Pbeg]leq[Pspa]12409||,||括號[var2]分之[var1]減[var3]括號乘上3減pi小於等於12409
18111[Pbgr][Plsb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Pmin][var3][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb]||,||18111大於括號[var2]分之[var1]減[var3]括號乘上3減pi
3637[Peql][Plsb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Pmin][var3][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb]||,||3637等於括號[var2]分之[var1]減[var3]括號乘上3減pi
[Plsb][Pbeg]frac[Plbb][var2][Prbb][Plbb][var3][Prbb][Pmin][var1][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb][Pbgr]9385||,||括號[var3]分之[var2]減[var1]括號乘上3減pi大於9385
[Plsb][Pbeg]frac[Plbb][var2][Prbb][Plbb][var3][Prbb][Pmin][var1][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb][Ples][var1][Pplu][var2]||,||括號[var3]分之[var2]減[var1]括號乘上3減pi小於[var1]加[var2]
9641[Pbgr][Plsb][Pbeg]frac[Plbb][var2][Prbb][Plbb][var3][Prbb][Pmin][var1][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb]||,||9641大於括號[var3]分之[var2]減[var1]括號乘上3減pi
[Plsb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var3][Prbb][Pmin][var2][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb][Pbeg]leq[Pspa][var2][Pmin][Plsb]1[Pbeg]frac[Plbb][var1][Prbb][Plbb][var3][Prbb][Prsb]||,||括號[var3]分之[var1]減[var2]括號乘上3減pi小於等於[var2]減括號1乘以[var3]分之[var1]
[Plsb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var3][Prbb][Pmin][var2][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb][Pbgr]6652||,||括號[var3]分之[var1]減[var2]括號乘上3減pi大於6652
[Plsb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var3][Prbb][Pmin][var2][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb][Pbeg]geq[Pspa]5[Pplu][Plsb][Pbeg]log[Psub][Plbb][var3][Prbb][var4][Pmin][Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb][Prsb]||,||括號[var3]分之[var1]減[var2]括號乘上3減pi大於等於5加括號log[Pspa][var3][Pspa][var4][Pspa]減[var1]的[var2]次方
17668[Pbgr][Pbeg]log[Psub][Plbb][Pbeg]sqrt[Plbb]2[Prbb][Prbb][Plsb]0[Pplu][var1][Prsb]||,||17668大於0加[var1]以根號2為底的對數
[Pbeg]log[Psub][Plbb][Pbeg]sqrt[Plbb]2[Prbb][Prbb][Plsb]0[Pplu][var1][Prsb][Ples][Plbb]3[Prbb][Pexp][Plbb][Pbeg]cos[Plbb]2[Prbb][Prbb]||,||0加[var1]以根號2為底的對數小於3的cos[Pspa]2次方
2187[Peql][Pbeg]log[Psub][Plbb][Pbeg]sqrt[Plbb]2[Prbb][Prbb][Plsb]0[Pplu][var1][Prsb]||,||2187等於0加[var1]以根號2為底的對數
[Pbeg]tan[Plbb][var1][Prbb][Peql][Plsb][Pbeg]sin[Plbb][var2][Prbb][Prsb][Pplu][Plsb]4[Pmin][var1][Prsb]||,||tan[Pspa][var1]等於括號[var2]的sin值括號加括號4減[var1]
[Pbeg]tan[Plbb][var1][Prbb][Pbeg]leq[Pspa][Plsb]6[Plsb][var3][Pmin][Plbb][var1][Prbb][Pexp][Plbb][var4][Prbb][Prsb][Prsb][Pmin][var2]||,||tan[Pspa][var1]小於等於括號6括號[var3]減[var1]的[var4]次方整個減[var2]
[Pbeg]tan[Plbb][var1][Prbb][Pbeg]leq[Pspa][Pbeg]log[Psub][Plbb]3[Prbb][Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb]||,||tan[Pspa][var1]小於等於[var1]分之[var2]以3為底的對數
2847[Pbeg]leq[Pspa][Plbb]6[Prbb][Pexp][Plbb][Pbeg]frac[Plbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Plbb][Pbeg]pi[Prbb][Prbb]||,||2847小於等於6的pi分之[var2]分之[var1]次方
[Plbb]6[Prbb][Pexp][Plbb][Pbeg]frac[Plbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Plbb][Pbeg]pi[Prbb][Prbb][Pbeg]leq[Pspa][Pbeg]log[Psub][Plbb][Plbb][var3][Prbb][Pexp][Plbb][var1][Pmin][var4][Prbb][Prbb][Plsb][Pbeg]tan[Plbb][var2][Prbb][Prsb]||,||6的pi分之[var2]分之[var1]次方小於等於括號tan[Pspa][var2][Pspa]以[var3]的[var1]減[var4]次方爲底的對數
[Plbb]6[Prbb][Pexp][Plbb][Pbeg]frac[Plbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Plbb][Pbeg]pi[Prbb][Prbb][Peql]10798||,||6的pi分之[var2]分之[var1]次方等於10798
[Plbb]6[Prbb][Pexp][Plbb][Pbeg]frac[Plbb][Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb][Prbb][Plbb][Pbeg]pi[Prbb][Prbb][Pbgr]3728||,||6的pi分之[var1]分之[var2]次方大於3728
[Plbb]6[Prbb][Pexp][Plbb][Pbeg]frac[Plbb][Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb][Prbb][Plbb][Pbeg]pi[Prbb][Prbb][Peql]1[Plsb][var1][Pplu][var2][Prsb]||,||6的pi分之[var1]分之[var2]次方等於1乘括號[var1]加[var2]
[Plbb]6[Prbb][Pexp][Plbb][Pbeg]frac[Plbb][Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb][Prbb][Plbb][Pbeg]pi[Prbb][Prbb][Pbeg]geq[Pspa][Plbb]8[Prbb][Pexp][Plbb][Plbb][Plbb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb][Prbb][Pexp][Plbb][var1][Prbb][Prbb][Pexp][Plbb][var4][Prbb][Prbb]||,||6的pi分之[var1]分之[var2]次方大於等於8的[var2]分之[var3]的[var1]次方的[var4]次方次方
[Pbeg]frac[Plbb]4[Prbb][Plbb][Plbb][var2][Prbb][Pexp][Plbb]0[Pmin][var1][Prbb][Prbb][Pbeg]leq[Pspa][var1][Pmin][Plsb][Pbeg]sin[Plbb][var2][Prbb][Prsb]||,||[var2]的0減[var1][Pspa]分之4小於等於[var1]減括號sin[Pspa][var2]
[Pbeg]frac[Plbb]4[Prbb][Plbb][Plbb][var2][Prbb][Pexp][Plbb]0[Pmin][var1][Prbb][Prbb][Pbeg]geq[Pspa][var2][var1]||,||[var2]的0減[var1][Pspa]分之4大於等於[var2][var1]
[Pbeg]frac[Plbb]4[Prbb][Plbb][Plbb][var2][Prbb][Pexp][Plbb]0[Pmin][var1][Prbb][Prbb][Pbgr]4009||,||[var2]的0減[var1][Pspa]分之4大於4009
605[Pbgr][Pbeg]frac[Plbb]4[Prbb][Plbb][Plbb][var1][Prbb][Pexp][Plbb]0[Pmin][var2][Prbb][Prbb]||,||605大於[var1]的0減[var2][Pspa]分之4
3698[Pbeg]leq[Pspa][Pbeg]frac[Plbb]4[Prbb][Plbb][Plbb][var1][Prbb][Pexp][Plbb]0[Pmin][var2][Prbb][Prbb]||,||3698小於等於[var1]的0減[var2][Pspa]分之4
[Pbeg]frac[Plbb]4[Prbb][Plbb][Plbb][var1][Prbb][Pexp][Plbb]0[Pmin][var2][Prbb][Prbb][Pbgr][Pbeg]sin[Plbb]2[Prbb]||,||[var1]的0減[var2][Pspa]分之4大於2的sin值
14729[Pbeg]leq[Pspa]1[Pmin][var1]||,||14729小於等於1減[var1]
1[Pmin][var1][Pbeg]geq[Pspa][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Pmin][Pbeg]frac[Plbb][var1][Prbb][Plbb]7[Pmin][var5][Prbb][Prbb][Plbb][Pbeg]sqrt[Plbb][var4][Prbb][Prbb][Prbb][Plsb][Pbeg]cos[Plbb][Plbb][var3][Prbb][Pexp][Plbb][var2][Prbb][Prbb][Prsb]||,||1減[var1]大於等於cos[Pspa][var3]的[var2]次方以根號[var4]分之5減7減[var5]分之[var1]為底的對數
1[Pmin][var1][Pbeg]leq[Pspa]8095||,||1減[var1]小於等於8095
[Pbeg]frac[Plbb][var1][Prbb][Plbb][Pbeg]frac[Plbb]1[Prbb][Plbb]7[Plsb][Pbeg]tan[Plbb][var1][Prbb][Prsb][Prbb][Prbb][Pbeg]geq[Pspa]12190||,||7乘tan[Pspa][var1][Pspa]分之1[Pspa]分之[var1]大於等於12190
[Pbeg]frac[Plbb][var1][Prbb][Plbb][Pbeg]frac[Plbb]1[Prbb][Plbb]7[Plsb][Pbeg]tan[Plbb][var1][Prbb][Prsb][Prbb][Prbb][Pbeg]leq[Pspa]4726||,||7乘tan[Pspa][var1][Pspa]分之1[Pspa]分之[var1]小於等於4726
2815[Pbeg]geq[Pspa][Pbeg]frac[Plbb][var1][Prbb][Plbb][Pbeg]frac[Plbb]1[Prbb][Plbb]7[Plsb][Pbeg]tan[Plbb][var1][Prbb][Prsb][Prbb][Prbb]||,||2815大於等於7乘tan[Pspa][var1][Pspa]分之1[Pspa]分之[var1]
[Pbeg]frac[Plbb]9[Pplu][var1][Prbb][Plbb]tk[Prbb][Pbgr]96||,||tk分之9加[var1]大於96
[Pbeg]frac[Plbb]9[Pplu][var1][Prbb][Plbb]tk[Prbb][Pbeg]geq[Pspa]15850||,||tk分之9加[var1]大於等於15850
[Pbeg]frac[Plbb]9[Pplu][var1][Prbb][Plbb]tk[Prbb][Peql]18237||,||tk分之9加[var1]等於18237
[Pbeg]cos[Plbb][Plsb]9[Pbeg]frac[Plbb]1[Prbb][Plbb][var1][Prbb][Prsb][Pplu][Plsb][Pbeg]sqrt[Plbb][var2][Prbb][Prsb][Prbb][Pbgr][Pbeg]frac[Plbb]0[Prbb][Plbb][var4][Prbb][Pplu][Plsb][var2][Plsb][var3][Pmin][var1][Prsb][Prsb]||,||9又[var1]分之1加根號2[Pspa]的cos值大於[var4]分之0加括號[var2]括號[var3]減[var1]
[Pbeg]cos[Plbb][Plsb]9[Pbeg]frac[Plbb]1[Prbb][Plbb][var1][Prbb][Prsb][Pplu][Plsb][Pbeg]sqrt[Plbb][var2][Prbb][Prsb][Prbb][Ples]18118||,||9又[var1]分之1加根號2[Pspa]的cos值小於18118
[Pbeg]cos[Plbb][Plsb]9[Pbeg]frac[Plbb]1[Prbb][Plbb][var1][Prbb][Prsb][Pplu][Plsb][Pbeg]sqrt[Plbb][var2][Prbb][Prsb][Prbb][Ples][Plsb][var1][Pplu][var3][Prsb][Plsb][Pbeg]cos[Plbb][var2][Prbb][Prsb]||,||9又[var1]分之1加根號2[Pspa]的cos值小於[var1]加[var3]整個乘以cos[Pspa][var2]
8215[Pbeg]geq[Pspa][Pbeg]cos[Plbb][Plsb]9[Pbeg]frac[Plbb]1[Prbb][Plbb][var2][Prbb][Prsb][Pplu][Plsb][Pbeg]sqrt[Plbb][var1][Prbb][Prsb][Prbb]||,||8215大於等於9又[var2]分之1加根號2[Pspa]的cos值
[Pbeg]cos[Plbb][Plsb]9[Pbeg]frac[Plbb]1[Prbb][Plbb][var2][Prbb][Prsb][Pplu][Plsb][Pbeg]sqrt[Plbb][var1][Prbb][Prsb][Prbb][Peql]9338||,||9又[var2]分之1加根號2[Pspa]的cos值等於9338
[Pbeg]cos[Plbb][Plsb]9[Pbeg]frac[Plbb]1[Prbb][Plbb][var2][Prbb][Prsb][Pplu][Plsb][Pbeg]sqrt[Plbb][var1][Prbb][Prsb][Prbb][Pbgr]4[Pmin][var1]||,||9又[var2]分之1加根號2[Pspa]的cos值大於4減[var1]
[Pbeg]log[Psub][Plbb]4[Prbb][Pbeg]frac[Plbb][Plbb]9[Prbb][Pexp][Plbb]6[Prbb][Prbb][Plbb][var1][Prbb][Pbeg]geq[Pspa]1044||,||[var1]分之9的6次方[Pspa]以4為底的對數大於等於1044
[Pbeg]log[Psub][Plbb]4[Prbb][Pbeg]frac[Plbb][Plbb]9[Prbb][Pexp][Plbb]6[Prbb][Prbb][Plbb][var1][Prbb][Pbeg]geq[Pspa]8862||,||[var1]分之9的6次方[Pspa]以4為底的對數大於等於8862
[Pbeg]log[Psub][Plbb]4[Prbb][Pbeg]frac[Plbb][Plbb]9[Prbb][Pexp][Plbb]6[Prbb][Prbb][Plbb][var1][Prbb][Pbgr][Plsb][var3][Pplu][var1][Prsb][Pplu][var2]||,||[var1]分之9的6次方[Pspa]以4為底的對數大於括號[var3]加[var1]加[var2]
[Pbeg]log[Psub][Plbb]9[Prbb]8[Pbgr][Plbb][var1][Prbb][Pexp][Plbb][Plbb]2[Prbb][Pexp][Plbb]4[Prbb][Prbb]||,||log[Pspa]9[Pspa]8大於[var1]的2的4次方
[Pbeg]log[Psub][Plbb]9[Prbb]8[Pbeg]geq[Pspa]5008||,||log[Pspa]9[Pspa]8大於等於5008
[Pbeg]log[Psub][Plbb]9[Prbb]8[Pbgr]4503||,||log[Pspa]9[Pspa]8大於4503
